case,problem,cores,method,call,phase,status,best_makespan
case_046,3,5,budget_greedy,11,structure,success,77846
case_046,3,5,budget_greedy,12,region,success,77846
case_083,3,5,baseline,1,component,success,310731
case_083,3,5,baseline,2,component,success,310731
case_083,3,5,baseline,3,wcc,success,310731
case_083,3,5,baseline,4,wcc,success,256114
case_083,3,5,baseline,5,component,success,256114
case_083,3,5,baseline,6,wcc,success,256114
case_083,3,5,baseline,7,component,success,256114
case_083,3,5,baseline,8,wcc,success,224942
case_083,3,5,baseline,9,component,success,224942
case_083,3,5,baseline,10,wcc,success,224942
case_083,3,5,baseline,11,component,success,224942
case_083,3,5,baseline,12,wcc,success,184594
case_018,3,5,baseline,1,component,success,203609
case_018,3,5,baseline,2,component,success,203609
case_018,3,5,baseline,3,wcc,success,203609
case_018,3,5,baseline,4,wcc,success,200729
case_018,3,5,baseline,5,wcc_probe,success,196701
case_018,3,5,baseline,6,operation,success,196701
case_018,3,5,baseline,7,operation,success,196701
case_018,3,5,baseline,8,trace,success,196701
case_018,3,5,baseline,9,trace,success,196701
case_018,3,5,baseline,10,p3_cache,success,196701
case_018,3,5,baseline,11,p3_cache,success,196701
case_018,3,5,baseline,12,p3_cache,success,196701
case_046,3,5,wide_legacy,1,component,success,108388
case_046,3,5,wide_legacy,2,component,success,108388
case_046,3,5,wide_legacy,3,wcc,success,108388
case_046,3,5,wide_legacy,4,wcc,success,92391
case_046,3,5,wide_legacy,5,component,success,92391
case_046,3,5,wide_legacy,6,wcc,success,92391
case_046,3,5,wide_legacy,7,legacy,success,92391
case_046,3,5,wide_legacy,8,legacy,success,92391
case_046,3,5,wide_legacy,9,structure,success,92391
case_046,3,5,wide_legacy,10,structure_pair,success,77846
case_046,3,5,wide_legacy,11,legacy,success,77846
case_046,3,5,wide_legacy,12,legacy,success,77846
case_046,2,5,wide_legacy,1,component,success,131039
case_046,2,5,wide_legacy,2,component,success,131039
case_046,2,5,wide_legacy,3,wcc,success,131039
case_046,2,5,wide_legacy,4,wcc,success,93013
case_046,2,5,wide_legacy,5,component,success,93013
case_046,2,5,wide_legacy,6,wcc,success,93013
case_046,2,5,wide_legacy,7,legacy,success,93013
case_046,2,5,wide_legacy,8,legacy,success,93013
case_046,2,5,wide_legacy,9,structure,success,93013
case_046,2,5,wide_legacy,10,structure_pair,success,77846
case_046,2,5,wide_legacy,11,legacy,success,77846
case_046,2,5,wide_legacy,12,legacy,success,77846
case_018,2,5,budget_greedy,1,component,success,205917
case_018,2,5,budget_greedy,2,component,success,205917
case_018,2,5,budget_greedy,3,wcc,success,205550
case_018,2,5,budget_greedy,4,wcc,success,203434
case_018,2,5,budget_greedy,5,wcc_probe,success,197769
case_018,2,5,budget_greedy,6,operation,success,197769
case_018,2,5,budget_greedy,7,structure,success,197769
case_018,2,5,budget_greedy,8,legacy,success,197769
case_018,2,5,budget_greedy,9,data,success,197737
case_018,2,5,budget_greedy,10,structure,success,197737
case_018,2,5,budget_greedy,11,region,success,197737
case_018,2,5,budget_greedy,12,legacy,success,197737
case_046,3,5,baseline,1,component,success,108388
case_046,3,5,baseline,2,component,success,108388
case_046,3,5,baseline,3,wcc,success,108388
case_046,3,5,baseline,4,wcc,success,92391
case_046,3,5,baseline,5,component,success,92391
case_046,3,5,baseline,6,wcc,success,92391
case_046,3,5,baseline,7,component,success,92391
case_046,3,5,baseline,8,wcc,success,92391
case_046,3,5,baseline,9,component,success,92391
case_046,3,5,baseline,10,wcc,success,77846
case_046,3,5,baseline,11,component,success,77846
case_046,3,5,baseline,12,wcc,success,77846
case_018,2,5,wide_legacy,1,component,success,205917
case_018,2,5,wide_legacy,2,component,success,205917
case_018,2,5,wide_legacy,3,wcc,success,205550
case_018,2,5,wide_legacy,4,wcc,success,203434
case_018,2,5,wide_legacy,5,wcc_probe,success,197769
case_018,2,5,wide_legacy,6,operation,success,197769
case_018,2,5,wide_legacy,7,legacy,success,197769
case_018,2,5,wide_legacy,8,legacy,success,197769
case_018,2,5,wide_legacy,9,structure,success,197769
case_018,2,5,wide_legacy,10,legacy,success,197769
case_018,2,5,wide_legacy,11,legacy,success,197769
case_018,2,5,wide_legacy,12,legacy,success,197769
case_083,2,5,budget_beam,1,component,success,442480
case_083,2,5,budget_beam,2,component,success,442480
case_083,2,5,budget_beam,3,wcc,success,442480
case_083,2,5,budget_beam,4,wcc,success,309183
case_083,2,5,budget_beam,5,component,success,309183
case_083,2,5,budget_beam,6,wcc,success,309183
case_083,2,5,budget_beam,7,structure_pair,success,184594
case_083,2,5,budget_beam,8,structure,success,184594
case_083,2,5,budget_beam,9,legacy,success,184594
case_083,2,5,budget_beam,10,data,success,184594
case_083,2,5,budget_beam,11,structure,success,184594
case_083,2,5,budget_beam,12,region,success,183856
case_018,3,5,local_legacy,1,component,success,203609
case_018,3,5,local_legacy,2,component,success,203609
case_018,3,5,local_legacy,3,wcc,success,203609
case_018,3,5,local_legacy,4,wcc,success,200729
case_018,3,5,local_legacy,5,wcc_probe,success,196701
case_018,3,5,local_legacy,6,operation,success,196701
case_018,3,5,local_legacy,7,legacy,success,196701
case_018,3,5,local_legacy,8,legacy,success,196701
case_018,3,5,local_legacy,9,structure,success,196701
case_018,3,5,local_legacy,10,legacy,success,196701
case_018,3,5,local_legacy,11,legacy,success,196701
case_018,3,5,local_legacy,12,legacy,success,196701
case_083,3,5,wide_legacy,1,component,success,310731
case_083,3,5,wide_legacy,2,component,success,310731
case_083,3,5,wide_legacy,3,wcc,success,310731
case_083,3,5,wide_legacy,4,wcc,success,256114
case_083,3,5,wide_legacy,5,component,success,256114
case_083,3,5,wide_legacy,6,wcc,success,256114
case_083,3,5,wide_legacy,7,structure_pair,success,184594
case_083,3,5,wide_legacy,8,legacy,success,184594
case_083,3,5,wide_legacy,9,legacy,success,184594
case_083,3,5,wide_legacy,10,structure,success,184594
case_083,3,5,wide_legacy,11,legacy,success,184594
case_083,3,5,wide_legacy,12,legacy,success,184594
case_083,2,5,local_legacy,1,component,success,442480
case_083,2,5,local_legacy,2,component,success,442480
case_083,2,5,local_legacy,3,wcc,success,442480
case_083,2,5,local_legacy,4,wcc,success,309183
case_083,2,5,local_legacy,5,component,success,309183
case_083,2,5,local_legacy,6,wcc,success,309183
case_083,2,5,local_legacy,7,structure_pair,success,184594
case_083,2,5,local_legacy,8,legacy,success,184594
case_083,2,5,local_legacy,9,legacy,success,184594
case_083,2,5,local_legacy,10,structure,success,184594
case_083,2,5,local_legacy,11,legacy,success,184594
case_083,2,5,local_legacy,12,legacy,success,184594
case_083,3,5,budget_beam,1,component,success,310731
case_083,3,5,budget_beam,2,component,success,310731
case_083,3,5,budget_beam,3,wcc,success,310731
case_083,3,5,budget_beam,4,wcc,success,256114
case_083,3,5,budget_beam,5,component,success,256114
case_083,3,5,budget_beam,6,wcc,success,256114
case_083,3,5,budget_beam,7,structure_pair,success,184594
case_083,3,5,budget_beam,8,structure,success,184594
case_083,3,5,budget_beam,9,legacy,success,184594
case_083,3,5,budget_beam,10,data,success,184594
case_083,3,5,budget_beam,11,structure,success,184594
case_083,3,5,budget_beam,12,region,success,183787
case_046,3,5,budget_beam,1,component,success,108388
case_046,3,5,budget_beam,2,component,success,108388
case_046,3,5,budget_beam,3,wcc,success,108388
case_046,3,5,budget_beam,4,wcc,success,92391
case_046,3,5,budget_beam,5,component,success,92391
case_046,3,5,budget_beam,6,wcc,success,92391
case_046,3,5,budget_beam,7,structure,success,92391
case_046,3,5,budget_beam,8,structure_pair,success,77846
case_046,3,5,budget_beam,9,legacy,success,77846
case_046,3,5,budget_beam,10,data,success,77846
case_046,3,5,budget_beam,11,structure,success,77846
case_046,3,5,budget_beam,12,region,success,77846
case_046,2,5,local_legacy,1,component,success,131039
case_046,2,5,local_legacy,2,component,success,131039
case_046,2,5,local_legacy,3,wcc,success,131039
case_046,2,5,local_legacy,4,wcc,success,93013
case_046,2,5,local_legacy,5,component,success,93013
case_046,2,5,local_legacy,6,wcc,success,93013
case_046,2,5,local_legacy,7,legacy,success,93013
case_046,2,5,local_legacy,8,legacy,success,93013
case_046,2,5,local_legacy,9,structure,success,93013
case_046,2,5,local_legacy,10,structure_pair,success,77846
case_046,2,5,local_legacy,11,legacy,success,77846
case_046,2,5,local_legacy,12,legacy,success,77846
case_018,2,5,budget_beam,1,component,success,205917
case_018,2,5,budget_beam,2,component,success,205917
case_018,2,5,budget_beam,3,wcc,success,205550
case_018,2,5,budget_beam,4,wcc,success,203434
case_018,2,5,budget_beam,5,wcc_probe,success,197769
case_018,2,5,budget_beam,6,operation,success,197769
case_018,2,5,budget_beam,7,structure,success,197769
case_018,2,5,budget_beam,8,legacy,success,197769
case_018,2,5,budget_beam,9,data,success,197769
case_018,2,5,budget_beam,10,structure,success,197769
case_018,2,5,budget_beam,11,region,success,197769
case_018,2,5,budget_beam,12,legacy,success,197769
case_046,2,5,baseline,1,component,success,131039
case_046,2,5,baseline,2,component,success,131039
case_046,2,5,baseline,3,wcc,success,131039
case_046,2,5,baseline,4,wcc,success,93013
case_046,2,5,baseline,5,component,success,93013
case_046,2,5,baseline,6,wcc,success,93013
case_046,2,5,baseline,7,component,success,93013
case_046,2,5,baseline,8,wcc,success,93013
case_046,2,5,baseline,9,component,success,93013
case_046,2,5,baseline,10,wcc,success,77846
case_046,2,5,baseline,11,component,success,77846
case_046,2,5,baseline,12,wcc,success,77846
case_031,2,5,baseline,1,component,success,306213
case_031,2,5,baseline,2,component,success,306213
case_031,2,5,baseline,3,wcc,success,303356
case_031,2,5,baseline,4,wcc,success,277319
case_031,2,5,baseline,5,wcc_probe,success,273808
case_031,2,5,baseline,6,operation,success,273808
case_031,2,5,baseline,7,operation,success,273808
case_031,2,5,baseline,8,trace,success,273263
case_031,2,5,baseline,9,trace,success,273263
case_031,2,5,baseline,10,trace,success,273263
case_031,2,5,baseline,11,trace,success,273263
case_031,2,5,baseline,12,trace,success,273240
case_031,3,5,local_legacy,1,component,success,306213
case_031,3,5,local_legacy,2,component,success,306213
case_031,3,5,local_legacy,3,wcc,success,303350
case_031,3,5,local_legacy,4,wcc,success,276214
case_031,3,5,local_legacy,5,wcc_probe,success,276214
case_031,3,5,local_legacy,6,operation,success,276214
case_031,3,5,local_legacy,7,legacy,success,276214
case_031,3,5,local_legacy,8,legacy,success,276203
case_031,3,5,local_legacy,9,structure,success,276203
case_031,3,5,local_legacy,10,legacy,success,276203
case_031,3,5,local_legacy,11,legacy,success,276203
case_031,3,5,local_legacy,12,legacy,success,276203
case_018,3,5,budget_greedy,1,component,success,203609
case_018,3,5,budget_greedy,2,component,success,203609
case_018,3,5,budget_greedy,3,wcc,success,203609
case_018,3,5,budget_greedy,4,wcc,success,200729
case_018,3,5,budget_greedy,5,wcc_probe,success,196701
case_018,3,5,budget_greedy,6,operation,success,196701
case_018,3,5,budget_greedy,7,structure,success,196701
case_018,3,5,budget_greedy,8,legacy,success,196701
case_018,3,5,budget_greedy,9,data,success,196701
case_018,3,5,budget_greedy,10,structure,success,196701
case_018,3,5,budget_greedy,11,region,success,196701
case_018,3,5,budget_greedy,12,region,success,196701
case_083,3,5,local_legacy,1,component,success,310731
case_083,3,5,local_legacy,2,component,success,310731
case_083,3,5,local_legacy,3,wcc,success,310731
case_083,3,5,local_legacy,4,wcc,success,256114
case_083,3,5,local_legacy,5,component,success,256114
case_083,3,5,local_legacy,6,wcc,success,256114
case_083,3,5,local_legacy,7,structure_pair,success,184594
case_083,3,5,local_legacy,8,legacy,success,184594
case_083,3,5,local_legacy,9,legacy,success,184594
case_083,3,5,local_legacy,10,structure,success,184594
case_083,3,5,local_legacy,11,legacy,success,184594
case_083,3,5,local_legacy,12,legacy,success,184594
case_083,3,5,budget_greedy,1,component,success,310731
case_083,3,5,budget_greedy,2,component,success,310731
case_083,3,5,budget_greedy,3,wcc,success,310731
case_083,3,5,budget_greedy,4,wcc,success,256114
case_083,3,5,budget_greedy,5,component,success,256114
case_083,3,5,budget_greedy,6,wcc,success,256114
case_083,3,5,budget_greedy,7,structure_pair,success,184594
case_083,3,5,budget_greedy,8,structure,success,184594
case_083,3,5,budget_greedy,9,legacy,success,184594
case_083,3,5,budget_greedy,10,data,success,184594
case_083,3,5,budget_greedy,11,structure,success,184594
case_083,3,5,budget_greedy,12,region,success,183787
case_031,2,5,budget_greedy,1,component,success,306213
case_031,2,5,budget_greedy,2,component,success,306213
case_031,2,5,budget_greedy,3,wcc,success,303356
case_031,2,5,budget_greedy,4,wcc,success,277319
case_031,2,5,budget_greedy,5,wcc_probe,success,273808
case_031,2,5,budget_greedy,6,operation,success,273808
case_031,2,5,budget_greedy,7,structure,success,273808
case_031,2,5,budget_greedy,8,legacy,success,273263
case_031,2,5,budget_greedy,9,data,success,273263
case_031,2,5,budget_greedy,10,structure,success,273263
case_031,2,5,budget_greedy,11,region,success,273263
case_031,2,5,budget_greedy,12,legacy,success,273263
case_083,2,5,wide_legacy,1,component,success,442480
case_083,2,5,wide_legacy,2,component,success,442480
case_083,2,5,wide_legacy,3,wcc,success,442480
case_083,2,5,wide_legacy,4,wcc,success,309183
case_083,2,5,wide_legacy,5,component,success,309183
case_083,2,5,wide_legacy,6,wcc,success,309183
case_083,2,5,wide_legacy,7,structure_pair,success,184594
case_083,2,5,wide_legacy,8,legacy,success,184594
case_083,2,5,wide_legacy,9,legacy,success,184594
case_083,2,5,wide_legacy,10,structure,success,184594
case_083,2,5,wide_legacy,11,legacy,success,184594
case_083,2,5,wide_legacy,12,legacy,success,184594
case_018,2,5,local_legacy,1,component,success,205917
case_018,2,5,local_legacy,2,component,success,205917
case_018,2,5,local_legacy,3,wcc,success,205550
case_018,2,5,local_legacy,4,wcc,success,203434
case_018,2,5,local_legacy,5,wcc_probe,success,197769
case_018,2,5,local_legacy,6,operation,success,197769
case_018,2,5,local_legacy,7,legacy,success,197769
case_018,2,5,local_legacy,8,legacy,success,197769
case_018,2,5,local_legacy,9,structure,success,197769
case_018,2,5,local_legacy,10,legacy,success,197769
case_018,2,5,local_legacy,11,legacy,success,197769
case_018,2,5,local_legacy,12,legacy,success,197769
case_031,2,5,wide_legacy,1,component,success,306213
case_031,2,5,wide_legacy,2,component,success,306213
case_031,2,5,wide_legacy,3,wcc,success,303356
case_031,2,5,wide_legacy,4,wcc,success,277319
case_031,2,5,wide_legacy,5,wcc_probe,success,273808
case_031,2,5,wide_legacy,6,operation,success,273808
case_031,2,5,wide_legacy,7,legacy,success,273263
case_031,2,5,wide_legacy,8,legacy,success,273263
case_031,2,5,wide_legacy,9,structure,success,273263
case_031,2,5,wide_legacy,10,legacy,success,273263
case_031,2,5,wide_legacy,11,legacy,success,273263
case_031,2,5,wide_legacy,12,legacy,success,273263
case_018,3,5,wide_legacy,1,component,success,203609
case_018,3,5,wide_legacy,2,component,success,203609
case_018,3,5,wide_legacy,3,wcc,success,203609
case_018,3,5,wide_legacy,4,wcc,success,200729
case_018,3,5,wide_legacy,5,wcc_probe,success,196701
case_018,3,5,wide_legacy,6,operation,success,196701
case_018,3,5,wide_legacy,7,legacy,success,196701
case_018,3,5,wide_legacy,8,legacy,success,196701
case_018,3,5,wide_legacy,9,structure,success,196701
case_018,3,5,wide_legacy,10,legacy,success,196701
case_018,3,5,wide_legacy,11,legacy,success,196701
case_018,3,5,wide_legacy,12,legacy,success,196701
case_031,3,5,wide_legacy,1,component,success,306213
case_031,3,5,wide_legacy,2,component,success,306213
case_031,3,5,wide_legacy,3,wcc,success,303350
case_031,3,5,wide_legacy,4,wcc,success,276214
case_031,3,5,wide_legacy,5,wcc_probe,success,273747
case_031,3,5,wide_legacy,6,operation,success,273747
case_031,3,5,wide_legacy,7,legacy,success,273059
case_031,3,5,wide_legacy,8,legacy,success,273059
case_031,3,5,wide_legacy,9,structure,success,273059
case_031,3,5,wide_legacy,10,legacy,success,273059
case_031,3,5,wide_legacy,11,legacy,success,273059
case_031,3,5,wide_legacy,12,legacy,success,273059
case_031,2,5,local_legacy,1,component,success,306213
case_031,2,5,local_legacy,2,component,success,306213
case_031,2,5,local_legacy,3,wcc,success,303356
case_031,2,5,local_legacy,4,wcc,success,277319
case_031,2,5,local_legacy,5,wcc_probe,success,277319
case_031,2,5,local_legacy,6,operation,success,277319
case_031,2,5,local_legacy,7,legacy,success,277319
case_031,2,5,local_legacy,8,legacy,success,277319
case_031,2,5,local_legacy,9,structure,success,277319
case_031,2,5,local_legacy,10,legacy,success,277319
case_031,2,5,local_legacy,11,legacy,success,277319
case_031,2,5,local_legacy,12,legacy,success,277319
case_046,2,5,budget_greedy,1,component,success,131039
case_046,2,5,budget_greedy,2,component,success,131039
case_046,2,5,budget_greedy,3,wcc,success,131039
case_046,2,5,budget_greedy,4,wcc,success,93013
case_046,2,5,budget_greedy,5,component,success,93013
case_046,2,5,budget_greedy,6,wcc,success,93013
case_046,2,5,budget_greedy,7,structure,success,93013
case_046,2,5,budget_greedy,8,structure_pair,success,77846
case_046,2,5,budget_greedy,9,legacy,success,77846
case_046,2,5,budget_greedy,10,data,success,77846
case_046,2,5,budget_greedy,11,structure,success,77846
case_046,2,5,budget_greedy,12,region,success,77846
case_031,3,5,budget_greedy,1,component,success,306213
case_031,3,5,budget_greedy,2,component,success,306213
case_031,3,5,budget_greedy,3,wcc,success,303350
case_031,3,5,budget_greedy,4,wcc,success,276214
case_031,3,5,budget_greedy,5,wcc_probe,success,273747
case_031,3,5,budget_greedy,6,operation,success,273747
case_031,3,5,budget_greedy,7,structure,success,273747
case_031,3,5,budget_greedy,8,legacy,success,273059
case_031,3,5,budget_greedy,9,data,success,273059
case_031,3,5,budget_greedy,10,structure,success,273059
case_031,3,5,budget_greedy,11,region,success,273059
case_031,3,5,budget_greedy,12,region,success,273059
case_046,3,5,local_legacy,1,component,success,108388
case_046,3,5,local_legacy,2,component,success,108388
case_046,3,5,local_legacy,3,wcc,success,108388
case_046,3,5,local_legacy,4,wcc,success,92391
case_046,3,5,local_legacy,5,component,success,92391
case_046,3,5,local_legacy,6,wcc,success,92391
case_046,3,5,local_legacy,7,legacy,success,92391
case_046,3,5,local_legacy,8,legacy,success,92391
case_046,3,5,local_legacy,9,structure,success,92391
case_046,3,5,local_legacy,10,structure_pair,success,77846
case_046,3,5,local_legacy,11,legacy,success,77846
case_046,3,5,local_legacy,12,legacy,success,77846
case_031,3,5,budget_beam,1,component,success,306213
case_031,3,5,budget_beam,2,component,success,306213
case_031,3,5,budget_beam,3,wcc,success,303350
case_031,3,5,budget_beam,4,wcc,success,276214
case_031,3,5,budget_beam,5,wcc_probe,success,273747
case_031,3,5,budget_beam,6,operation,success,273747
case_031,3,5,budget_beam,7,structure,success,273747
case_031,3,5,budget_beam,8,legacy,success,273059
case_031,3,5,budget_beam,9,data,success,273059
case_031,3,5,budget_beam,10,structure,success,273059
case_031,3,5,budget_beam,11,region,success,273059
case_031,3,5,budget_beam,12,region,success,273059
case_083,2,5,budget_greedy,1,component,success,442480
case_083,2,5,budget_greedy,2,component,success,442480
case_083,2,5,budget_greedy,3,wcc,success,442480
case_083,2,5,budget_greedy,4,wcc,success,309183
case_083,2,5,budget_greedy,5,component,success,309183
case_083,2,5,budget_greedy,6,wcc,success,309183
case_083,2,5,budget_greedy,7,structure_pair,success,184594
case_083,2,5,budget_greedy,8,structure,success,184594
case_083,2,5,budget_greedy,9,legacy,success,184594
case_083,2,5,budget_greedy,10,data,success,184594
case_083,2,5,budget_greedy,11,structure,success,184594
case_083,2,5,budget_greedy,12,region,success,183856
