case,problem,cores,before,after,reduction,before_added_copy,after_added_copy,source_summary,plan,plan_sha256,replay_record,replay_reused,cache_byte_hit_rate
case_043,1,1,677677,677408,0.00039694426695902063,1152252,509960,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_043/p1_n1/v2/summary.json,新增精选方案/p1/n1/case_043_multicore_res.json,0648e59cbba439b1adf6f3788cadf52cb5fb4385139db25c6e32fdbed3b00ced,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_043_1_1_0648e59cbba439b1/attempts/20260925T225803-07c46b140b0b4c5e9fbb2ad96b94ceb9/record.json,True,
case_043,1,2,351328,347015,0.012276277438746708,2398214,2793242,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_043/p1_n2/v2/summary.json,新增精选方案/p1/n2/case_043_multicore_res.json,59b33c1b9e20da0a646c647e8578a4c47cad7721d5d4bc1de1447ce8637bce33,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_043_1_2_59b33c1b9e20da0a/attempts/20260925T225753-02ff6265a3b54487af55efeed9ccbe7d/record.json,True,
case_043,1,5,222525,222108,0.0018739467475564764,6077368,6077368,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第二轮_20260925/slots/case_043/p1_n5/attack/summary.json,新增精选方案/p1/n5/case_043_multicore_res.json,00166beee86d1b8adea784e9aee06c1e366716f6a982c7bf3f83d4543e8fe6d0,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_043_1_5_00166beee86d1b8a/attempts/20260925T225454-b5a9c059be8b4100a302b56577c02077/record.json,True,
case_043,2,1,677656,657996,0.029011769983590452,49160,856294,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_043/p2_n1/v2/summary.json,新增精选方案/p2/n1/case_043_multicore_res.json,de37b5c48f5b2c6ee888f133040bc4014aa5f2e88fcb6fe5ddbc9d4fd8750dc3,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_043_2_1_de37b5c48f5b2c6e/attempts/20260925T225804-db8b60d009ee468a8e5ec870ffc8de02/record.json,True,
case_043,2,5,169830,169778,0.00030618854148267705,6691004,6691004,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第二轮_20260925/slots/case_043/p2_n5/attack/summary.json,新增精选方案/p2/n5/case_043_multicore_res.json,c963ffc19db25a25796fdfca0170b5acc6de2598fbecf049df266d836ecca621,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_043_2_5_c963ffc19db25a25/attempts/20260925T225455-d30979d869384385a5c4007203689b6c/record.json,True,
case_043,3,1,677656,657961,0.029063418607671143,49160,856294,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_C批_最终1500_20260925_v2/slots/case_043/p3_n1/v2/summary.json,新增精选方案/p3/n1/case_043_multicore_res.json,de37b5c48f5b2c6ee888f133040bc4014aa5f2e88fcb6fe5ddbc9d4fd8750dc3,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_043_3_1_de37b5c48f5b2c6e/attempts/20260925T225802-6844d455526545eea26686c18fb55712/record.json,True,0.05203870474274548
case_043,3,5,158368,158316,0.0003283491614467504,6691004,6691004,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第二轮_20260925/slots/case_043/p3_n5/attack/summary.json,新增精选方案/p3/n5/case_043_multicore_res.json,c963ffc19db25a25796fdfca0170b5acc6de2598fbecf049df266d836ecca621,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_043_3_5_c963ffc19db25a25/attempts/20260925T225454-ea81d2ebd341476f9d1322862d702794/record.json,True,0.31206146460963546
case_046,1,5,124612,123920,0.005553237248419052,4513952,5365312,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_046/p1_n5/v2/summary.json,新增精选方案/p1/n5/case_046_multicore_res.json,3636da249fa5bda5ae95799883be85279f89d8c9ea16865705db4086d0c1217f,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_046_1_5_3636da249fa5bda5/attempts/20260925T215043-3daa1eeb42164730a494b80169f8a3c0/record.json,True,
case_047,1,5,321049,208139,0.3516908633884547,1331486,3590396,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_B批_20260925_v1/slots/case_047/p1_n5/v2/summary.json,新增精选方案/p1/n5/case_047_multicore_res.json,dddebbb7ea55c06abaa0c00a5cf50768db83de139f31b1374668fdf78695c3e3,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_047_1_5_dddebbb7ea55c06a/attempts/20260925T214921-0fabfeda75c042969fe3c150190aaab7/record.json,True,
case_047,2,5,95504,95409,0.0009947227341263742,2651832,2658872,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第二轮_20260925/slots/case_047/p2_n5/attack/summary.json,新增精选方案/p2/n5/case_047_multicore_res.json,cc7d559c37ede0b5b6f6af3a5c1d19a9f6fc0cee6984b765e17e1b23a93027b0,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_047_2_5_cc7d559c37ede0b5/attempts/20260925T230135-ed092d2690c74cfebba754bbb5e75923/record.json,False,
case_047,3,5,93047,92870,0.001902264446999924,2651832,2658872,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第二轮_20260925/slots/case_047/p3_n5/attack/summary.json,新增精选方案/p3/n5/case_047_multicore_res.json,cc7d559c37ede0b5b6f6af3a5c1d19a9f6fc0cee6984b765e17e1b23a93027b0,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_047_3_5_cc7d559c37ede0b5/attempts/20260925T230131-5947688e059c491aab2961278ffc9b6a/record.json,False,0.46391784685730747
case_048,1,5,162167,136675,0.15719597698668653,3320606,1154096,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_B批_20260925_v1/slots/case_048/p1_n5/v2/summary.json,新增精选方案/p1/n5/case_048_multicore_res.json,78f2c9e850659c17b0d3008f5761fbe74e9efffab8db39b9a32498e5b496137e,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_048_1_5_78f2c9e850659c17/attempts/20260925T214921-0557b6c4e4bf46d6884911d861aeaccc/record.json,True,
case_048,2,5,98926,98926,0.0,1236824,1236696,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p2_n5/attack/summary.json,新增精选方案/p2/n5/case_048_multicore_res.json,4b6b08d4eebc9c87adbe23cf3e6a5035f4aa5f6babfade4dd5e112a84e4954ef,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_048_2_5_4b6b08d4eebc9c87/attempts/20260925T215114-3d961038454f4390a5c202b9349bd652/record.json,True,
case_048,3,5,98781,98781,0.0,1236824,1236696,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_048/p3_n5/attack/summary.json,新增精选方案/p3/n5/case_048_multicore_res.json,172a7262506895a6ca871e9e1ba1c8ecad7b4a50a0fb2c1b754b3e96e55f87d0,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_048_3_5_172a7262506895a6/attempts/20260925T215114-75b4d0a4172d4bb0b16c4ce30223e8f6/record.json,True,0.24753100836243622
case_051,1,5,293518,290405,0.010605823152242788,9046256,9046256,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_051/p1_n5/attack/summary.json,新增精选方案/p1/n5/case_051_multicore_res.json,0bc4a2928ac9849480ad1b4782345049817f9b0e4a1ee40e155a2fc02f0f5097,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_051_1_5_0bc4a2928ac98494/attempts/20260925T214946-f1906481548d44c99659ac2aac4940bf/record.json,True,
case_053,2,5,432146,420197,0.027650377418742766,17979556,13948808,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_053/p2_n5/v2/summary.json,新增精选方案/p2/n5/case_053_multicore_res.json,d52651cd6ef6d330e02154bbe5b55c53e3a2434a9e2dd12fccbbb10e71886c0d,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_053_2_5_d52651cd6ef6d330/attempts/20260925T230006-4d4ccd2264fa476c8784776b6df89ee8/record.json,True,
case_054,1,5,447227,387450,0.13366142920709168,2686120,13481052,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_054/p1_n5/v2/summary.json,新增精选方案/p1/n5/case_054_multicore_res.json,441def937e7b6c81dff3a008c7e1f28a597d4e6197a7198c465ccdcc2784aa75,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_054_1_5_441def937e7b6c81/attempts/20260925T225508-07fa510fb6c84c0aa6ad64627f273c1c/record.json,True,
case_056,1,5,210746,174670,0.17118237119565738,1429882,5343558,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_056/p1_n5/v2/summary.json,新增精选方案/p1/n5/case_056_multicore_res.json,e90e931cf970c760d24c29f37ecb346868baef94cb261d6911b3c22b24dce551,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_056_1_5_e90e931cf970c760/attempts/20260925T215005-97d3a052d74e464db28e5456f11d364e/record.json,True,
case_057,2,5,16003,14028,0.12341435980753612,0,14112,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_057/p2_n5/v2/summary.json,新增精选方案/p2/n5/case_057_multicore_res.json,7609a693c051df78a2606146066ef251e8021ebc6af5daec6597e6e76bc10fa5,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_057_2_5_7609a693c051df78/attempts/20260925T215100-bb429d841e614172857587e1d9d51d86/record.json,True,
case_057,3,5,16003,14028,0.12341435980753612,0,14112,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_057/p3_n5/v2/summary.json,新增精选方案/p3/n5/case_057_multicore_res.json,7609a693c051df78a2606146066ef251e8021ebc6af5daec6597e6e76bc10fa5,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_057_3_5_7609a693c051df78/attempts/20260925T215100-0434d5bdd69d4c5385f10540248cb085/record.json,True,0.0008212147134302823
case_058,3,5,898391,880410,0.020014670672346413,36298752,18444288,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_058/p3_n5/v2/summary.json,新增精选方案/p3/n5/case_058_multicore_res.json,38075010f0195653bb099beabf7d385d97e912803cfae1d246b674450f867013,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_058_3_5_38075010f0195653/attempts/20260925T225503-6fb565d96b124d96b80a2c1e0f68b671/record.json,True,0.0
case_059,2,5,150736,148571,0.014362859569047925,1757184,4087808,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_059/p2_n5/v2/summary.json,新增精选方案/p2/n5/case_059_multicore_res.json,21789ef4f82e01ed4e4b85a2e8798f27bca57376a2c2c45dce9549a774204e3d,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_059_2_5_21789ef4f82e01ed/attempts/20260925T215045-9e626bb300ad484e85fe0c2adb2fb664/record.json,True,
case_059,3,5,150736,150528,0.0013798959770724428,1757184,4362240,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_059/p3_n5/v2/summary.json,新增精选方案/p3/n5/case_059_multicore_res.json,8bbd79ec1c3026291363d72abd40144241b5f5e2ea03f7f2894e65b4dbe9f6a9,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_059_3_5_8bbd79ec1c302629/attempts/20260925T215044-4e5b5abde5e64b5d8dab373672b3fc5e/record.json,True,0.7575642965204236
case_060,2,5,181232,171445,0.05400260439657456,3641728,3393792,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_060/p2_n5/v2/summary.json,新增精选方案/p2/n5/case_060_multicore_res.json,68c756873a259870562349ff3bc6727d372a3ea23af6ccb0fb9315f480adaf7f,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_060_2_5_68c756873a259870/attempts/20260925T215100-b51aaa1131544623b5f4ba840129617d/record.json,True,
case_061,1,5,22283,22272,0.0004936498676121337,83712,204420,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_061/p1_n5/v2/summary.json,新增精选方案/p1/n5/case_061_multicore_res.json,19847715af623afb361ca8771a21ac0014e1d662c491260fdbc9e3432204f64c,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_061_1_5_19847715af623afb/attempts/20260925T215014-20301801040448d5a2595f03a07c7aef/record.json,True,
case_061,2,5,21715,21254,0.021229564816946822,96000,305762,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_061/p2_n5/v2/summary.json,新增精选方案/p2/n5/case_061_multicore_res.json,2d17bb243c4f1eadbb3ba06f291da3488586ffcfb5ebe7f155edbe64ebe354b1,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_061_2_5_2d17bb243c4f1ead/attempts/20260925T215014-fc6e48fc9abf4598b39b7bffb4dcc7fe/record.json,True,
case_061,3,5,21715,20986,0.033571264103154475,96000,305762,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_061/p3_n5/v2/summary.json,新增精选方案/p3/n5/case_061_multicore_res.json,2d17bb243c4f1eadbb3ba06f291da3488586ffcfb5ebe7f155edbe64ebe354b1,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_061_3_5_2d17bb243c4f1ead/attempts/20260925T215014-c3e57fff4b404ebcaf27600c84891825/record.json,True,0.17680790893941414
case_062,2,5,690843,644927,0.06646372620117735,9735168,7099392,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_062/p2_n5/v2/summary.json,新增精选方案/p2/n5/case_062_multicore_res.json,f1b5c7d39fc0200c24231ca1a0a012da5fbb76dbc046b91d1953b9405ce79895,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_062_2_5_f1b5c7d39fc0200c/attempts/20260925T215036-a52995e88a0b41dcb3d350f93e65ef3a/record.json,True,
case_062,3,5,690843,644927,0.06646372620117735,9735168,7099392,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_062/p3_n5/v2/summary.json,新增精选方案/p3/n5/case_062_multicore_res.json,f1b5c7d39fc0200c24231ca1a0a012da5fbb76dbc046b91d1953b9405ce79895,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_062_3_5_f1b5c7d39fc0200c/attempts/20260925T215032-2d72e55fe28743c2a2495b29feee252b/record.json,True,0.0
case_064,2,1,19116,18831,0.014908976773383542,0,0,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_B批_跨核接口_20260925/slots/case_064/p2_n1/v2/summary.json,新增精选方案/p2/n1/case_064_multicore_res.json,047ea1b73dd544c33abe2400c407ed455d756b84f21e3e964ed4a35d27e6f30d,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_064_2_1_047ea1b73dd544c3/attempts/20260925T225454-ed1eef1776bc41bda1c2e49f3c46b1de/record.json,True,
case_064,2,5,8559,8545,0.001635705105736629,130674,127410,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第二轮_20260925/slots/case_064/p2_n5/attack/summary.json,新增精选方案/p2/n5/case_064_multicore_res.json,c4448c0f313436e62ee76537a2dda10024dd66e856616d2dbf4c9f97a07cb16b,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_064_2_5_c4448c0f313436e6/attempts/20260925T230129-335238fdf4c94580a2f18820d10f1261/record.json,False,
case_064,3,1,19116,18831,0.014908976773383542,0,0,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_B批_跨核接口_20260925/slots/case_064/p3_n1/v2/summary.json,新增精选方案/p3/n1/case_064_multicore_res.json,047ea1b73dd544c33abe2400c407ed455d756b84f21e3e964ed4a35d27e6f30d,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_064_3_1_047ea1b73dd544c3/attempts/20260925T225453-08cf0fc0d7f64b11a7b5fcec60de283f/record.json,True,0.0
case_064,3,5,8516,8510,0.0007045561296383784,130674,127410,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第二轮_20260925/slots/case_064/p3_n5/attack/summary.json,新增精选方案/p3/n5/case_064_multicore_res.json,c4448c0f313436e62ee76537a2dda10024dd66e856616d2dbf4c9f97a07cb16b,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_064_3_5_c4448c0f313436e6/attempts/20260925T230129-330b4f30161149468f306be967a3cc4a/record.json,False,0.2420233601595328
case_066,1,5,199028,187146,0.05970014269349033,2217964,4424914,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_066/p1_n5/v2/summary.json,新增精选方案/p1/n5/case_066_multicore_res.json,91a0b99e6da71e878fedbe8174cfff3dd615cde424c598af860af075b33870b1,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_066_1_5_91a0b99e6da71e87/attempts/20260925T215056-52b165fc6ce2408681f2da4b745ec5cf/record.json,True,
case_067,1,5,15233731,13604111,0.10697445031686592,260625920,245932160,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_067/p1_n5/v2/summary.json,新增精选方案/p1/n5/case_067_multicore_res.json,76d681148ea2830ca8aa83e831529fb7aa42e0e0e911b3e051b61f83a278d9f5,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_067_1_5_76d681148ea2830c/attempts/20260925T215006-46f7b8e527ea45cd98c5833c42a9c8d5/record.json,True,
case_068,1,5,268666,210185,0.2176717560093201,1045280,3327518,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_068/p1_n5/attack/summary.json,新增精选方案/p1/n5/case_068_multicore_res.json,1bb1177e81360bd857a609a932fd76da9e841f1c06abad548d41e8e500effbf6,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_068_1_5_1bb1177e81360bd8/attempts/20260925T215057-137b9f3caf354d918f3d14237bc44d64/record.json,True,
case_068,2,5,134477,133097,0.010261977884694073,4188824,4092568,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第二轮_20260925/slots/case_068/p2_n5/attack/summary.json,新增精选方案/p2/n5/case_068_multicore_res.json,3f8c44ca97280f4ca6bd890c8ac33d3b7f8aa71d3e7f9bb908d03459afbb1f11,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_068_2_5_3f8c44ca97280f4c/attempts/20260925T230138-1de5057692844be283db787f572b1c6b/record.json,False,
case_068,3,5,123937,121619,0.018703050743522964,4188824,4175156,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第二轮_20260925/slots/case_068/p3_n5/attack/summary.json,新增精选方案/p3/n5/case_068_multicore_res.json,0e8993b80f8e2f3297c4fc39d35bfbdfd0b95bcb35210245c642bcba24964367,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_068_3_5_0e8993b80f8e2f32/attempts/20260925T230138-8edd307e80d64c38881050c7db0f8f2a/record.json,False,0.33042928936766086
case_070,2,5,26669,26669,0.0,462848,462592,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_070/p2_n5/v2/summary.json,新增精选方案/p2/n5/case_070_multicore_res.json,80edf6e60993dd840e2ea79689a752efc34faaebeba900192132fa9979db47da,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_070_2_5_80edf6e60993dd84/attempts/20260925T215040-f9270134f63f497fab079ad4c7be3ebe/record.json,True,
case_070,3,5,26655,26634,0.0007878446820483997,462848,420864,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v1/slots/case_070/p3_n5/v2/summary.json,新增精选方案/p3/n5/case_070_multicore_res.json,b3c9c00daec0aca80de4b52df2752c1b0f3cc9f2a84bbf6fbf7f67a250ae1468,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_070_3_5_b3c9c00daec0aca8/attempts/20260925T215040-a4f8be79a59e4e708e8259b03cef560b/record.json,True,0.05602803304778512
case_071,1,1,18919,18799,0.006342829959300134,0,57220,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_B批_跨核接口_20260925/slots/case_071/p1_n1/v2/summary.json,新增精选方案/p1/n1/case_071_multicore_res.json,35e1f1636be63e5dcf595fecb97115585f896a8d9cf341d8e94e6d8013d3e25e,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_071_1_1_35e1f1636be63e5d/attempts/20260925T225453-9e5bb090cadd4b24adec5cd1dc7e3588/record.json,True,
case_071,1,2,18799,18533,0.014149688813234751,57220,313296,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_B批_跨核接口_20260925/slots/case_071/p1_n2/v2/summary.json,新增精选方案/p1/n2/case_071_multicore_res.json,fbbf7cf74fffdcd74ee076585fd48784c21f3bd6fc7553ab3b6f9929841b9f83,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_071_1_2_fbbf7cf74fffdcd7/attempts/20260925T225453-8c62d1bc04c441b385c648695a0a3943/record.json,True,
case_071,2,5,8852,8708,0.016267510167193855,302060,302062,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第二轮_20260925/slots/case_071/p2_n5/attack/summary.json,新增精选方案/p2/n5/case_071_multicore_res.json,11b25800295bc194a61b0f69278f643bfdd8f15e8900438ffff2f9c8e8151b30,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_071_2_5_11b25800295bc194/attempts/20260925T230130-8ee61cb2a0a24ce29609999b5875348c/record.json,False,
case_071,3,5,7494,7473,0.002802241793434801,361586,361106,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第二轮_20260925/slots/case_071/p3_n5/attack/summary.json,新增精选方案/p3/n5/case_071_multicore_res.json,97644ccb61745a5ccd2e97936c70ef06329fae17d6c78e47d91a0d21905abddd,/home/konglingrui/.mathmodel/questionA/统一V2最终工作区/A题研究/直接迭代/运行结果/统一V2_累计精选_20260925/复评运行/case_071_3_5_97644ccb61745a5c/attempts/20260925T230130-a7ca26ac60114767948ca446994ff054/record.json,False,0.314134394505418
