stage,case,cores,name,phase,status,makespan,added_copy,tasks,tiny_tasks,graph_sha256,plan_sha256,result_sha256,record_path,elapsed_seconds,cache_hit
transfer_new,case_056,3,whole_graph_single_active,component,success,277285,0,,,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,0dc7a300ef51d0c5675ae5ab8ed46aced6946769ab9fd5308fbc4d83426e9aa4,f6e0544f1f41cc186f810a9c7596f1235c97df77a19656bdfbde0aa88f204c20,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_056/n3/new/evaluations/attempts/20260925T181340-5b76f32b69cf46e9a2d8c78c61f43266/record.json,9.446609225997236,False
transfer_new,case_056,3,selective_whole_critical_path_x1_a2_eft,partition,success,265710,0,,,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,5fc5ab4ef08b3a3bc8b7c106faa153688fc3feb432e3242e8b9e102f2213e1fc,7751065d31e1892b6efa8eea4c8dbe525f9067188d131573199eee688f40caaf,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_056/n3/new/evaluations/attempts/20260925T181351-598d75f7bbea4c2a9a49393c7c05988f/record.json,9.146691963993362,False
transfer_new,case_056,3,selective_local_quantile_stable_id_x1_a2_eft,partition,success,267425,128844,,,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,c3f886d8599b02cdd41e3988f73533a5b9f256e6fbb3bc23a50fee3b3f3ae3f0,3288d3d5ebf3be08f217e9b9c8f798ba323de183d57687e63d464319590bbb0f,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_056/n3/new/evaluations/attempts/20260925T181401-0ff6eca2fbf04bcda896d9da861e5c6d/record.json,3.0299431849998655,False
transfer_new,case_056,3,selective_phase_band_critical_path_x1_a2_eft,prefix_fallback,success,255706,110810,,,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,1eda5433d7163a3403ef2fc1585beaeab3ecf4610e77477743e77a2815b1d3a9,7faf02e59df39ce15a42cfcdbfe36c601e0a173923f1db446adbb88d3a5aeca4,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_056/n3/new/evaluations/attempts/20260925T181405-0d6e9bfe2b9243d6bcf2d9cdd66c44b2/record.json,3.129852337006014,False
transfer_new,case_056,3,selective_local_quantile_stable_id_x2_a2_eft,prefix_fallback,success,267689,309852,,,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,9993b4b6717647daa8cc0404cc2368c9d71f4479d884fde0524750169dc1d9eb,ef61bb8e98f77b7d331ecf526006c054d0874d6ed11c98f4773cf81ead22e271,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_056/n3/new/evaluations/attempts/20260925T181408-93a74bb14ab347fcb501b45d1657683e/record.json,1.9273954889940796,False
transfer_new,case_056,3,merge256,old_task_refine,success,255714,110126,,,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,94359f74e223bff8011e65ee853ac8423975df75a11a1a10175aaf8298a3259c,4b4f05cec1dd146e81101412994cc05a29ec44c06d5ca8df7aba6a5c9e134a99,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_056/n3/new/evaluations/attempts/20260925T181411-98add7818ac04a99a1c7d1190597b4ef/record.json,3.030065807994106,False
transfer_new,case_056,3,r0_affinity_s4_w4,bottleneck_repartition,success,247875,1943708,,,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,47f1e46d54ff400d1e2576b794a85716b4ab22fd398aaf968b4fa49ff808c001,10002cf96faf2a0c0b0c1ec5e9fd6cfedf49dfd6f130f88a48cad8eb8a45fd19,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_056/n3/new/evaluations/attempts/20260925T181417-31cbacaaec704ddd9b08adadbcf79fd5/record.json,1.9264778110082261,False
transfer_new,case_056,3,r0_affinity_s4_w4_merge,bottleneck_adaptive,success,244205,1764804,,,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,7456d4d7c91d28c7431da6aab6e67f71c317ebb9dab304a19445b62390f86b9b,90721c3836fe27636e23233710190cb109f7d7752c75cf8f08bc41835ebee545,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_056/n3/new/evaluations/attempts/20260925T181420-9dec44918fc249e78a691707ccd7bd61/record.json,1.8273118960059946,False
transfer_new,case_056,3,selective_phase_band_critical_path_x2_a2_eft,partition_fallback,success,255595,252458,,,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,13528abc27af51a72fc2dcc8af65cff30b029b993c2e983a36a409051aa5bc1f,999fc2872a4494f52a7252d09e92702e4a5c19c79cd94154a36803b830f7e228,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_056/n3/new/evaluations/attempts/20260925T181422-47a25618054f4fd3a6585fac1a24d902/record.json,2.0268819210032234,False
transfer_original,case_068,3,wcc_start0_simple_a3_per_core_lpt_mv,component,success,303144,648,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,af9dda75b7cc765450acd9303a818f67748a8eb8e70fa3a82a42e6905cf3497a,ec68478c640a264e1c20e6af31cdbfca435615d908962ff22a571f2943a944fb,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/original/evaluations/attempts/20260925T181413-ac2ebc8369f04182b27757654c6972ae/record.json,3.789247784006875,False
transfer_original,case_068,3,whole_graph_single_active,component,success,362095,0,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,36f811441773af56dd41b974ff72be96fb2dc9183ce28238d14138a208543392,f4eee3e71a43f05af3cebec34d80a31958003a17a85a109eba5fdde138ecab6a,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/original/evaluations/attempts/20260925T181417-1174770dd7e24b28853f4e74044f7ef0/record.json,4.43237373798911,False
transfer_original,case_068,3,wcc_task_2_mv_complement_batch2,component,success,303144,0,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,f484f0cb7ea80bf067e55871885e97cc67efb7be49d044013d17cf0a9395a81b,eef90a7345863bf7a1eeee31a1cd945afc4a1760827b471d6f24eaaef5f183ef,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/original/evaluations/attempts/20260925T181421-602200c2abc444f8995a497a9295327a/record.json,3.7309069500042824,False
transfer_original,case_068,3,wcc_start0_affinity_a3_per_component_w15,component,success,303088,5184,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,bf11466b2d2379b23fb2868260ccafd22283a82631d9748544d9fa1fcdfcf233,d6d1456fd45f443e919eb43c268a58f2f83d5b981189a6a7240ea066d82a7d9e,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/original/evaluations/attempts/20260925T181425-3aaf4fe8042d4015a70898cad0479934/record.json,3.7854759990004823,False
transfer_original,case_068,3,selective_whole_critical_path_x1_a2_eft,partition,success,302408,5184,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,efae6f29d7b91b532bfa1843fe6c19baab92c070449483240a80a520afeefacf,de0ac1121fffa3ca5aa53bae95e375b90052c3576e457a145c2106df61fc38cf,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/original/evaluations/attempts/20260925T181430-6aeaac04b0c74fb1aeccaa1f019ae9ef/record.json,3.731591000992921,False
transfer_original,case_068,3,selective_local_quantile_stable_id_x1_a2_eft,partition,success,302798,50892,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,9888975c041157d53baa06f70a05eb3369f0f7403aca3043d88f9a9adf5b1e9f,f4175a4371d583c8272f31cc939c81e9cf8389d2f0f4f6180c4fbcfc3dee90f0,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/original/evaluations/attempts/20260925T181434-576178c4d9944041bac6b64e370029c1/record.json,1.3753037189890165,False
transfer_original,case_068,3,selective_phase_band_critical_path_x1_a2_eft,partition,success,301848,105814,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,4fbdeaae6012075ea68d75fd903ca42334b5dce589047797548a55a7c7b27f2f,1d33bfa95b078270991fabf409340624950661b4135371fbac6d4e804e6b4f38,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/original/evaluations/attempts/20260925T181435-81ff1bb5898a49deac309dfd63a016f5/record.json,1.6253933789994335,False
transfer_original,case_068,3,selective_local_quantile_stable_id_x2_a2_eft,partition,success,302886,119454,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,c8d333c7a47219846d5c1ce5865d8001057e774385ead7354a19ed7408a7f9f9,a1b88ca56bebbf95399b912ecbd3c2b457f0743820296682f0ecc73083479e1e,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/original/evaluations/attempts/20260925T181437-dc01f86d323b4a6bbe1fdc1a457cebbc/record.json,1.27662820299156,False
transfer_original,case_068,3,merge8,task_refine,success,302002,100528,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,0df57c0831e3053c2e9fc8ff31e096669b69d0fcf9831cd353e064f8e8945f77,8684c8142c1f4800b48aab57e836e1bd1c0fabce68667b6fabec388f67478b76,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/original/evaluations/attempts/20260925T181440-99315ecb95f945638389e47cabee2311/record.json,1.5755251309892628,False
transfer_original,case_068,3,merge16,task_refine,success,302131,98464,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,198ba0df3f104eaa653b80a59af54df399f5e0ff244b5d01076a721bdd0ab3fa,5936fd33c17b51356562a600fee832b913f2b94641c8949aba1f44495e98a190,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/original/evaluations/attempts/20260925T181441-a60a38aaa7944ac9a0cb96a5da418851/record.json,1.5268973560014274,False
transfer_original,case_068,3,merge256,task_refine,success,301507,96586,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,72b0e028d38d497f486c2df927f317270ecf0d9676d893935bf21bd1eb18ec2d,4010d21c13a18bc178f6b02524c4a1b90a1064b24efaac558525550e60aa2500,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/original/evaluations/attempts/20260925T181443-dc9c46a51db948d184d42c5cf86eeacd/record.json,1.624995852005668,False
transfer_original,case_068,3,local_duration,task_refine,success,302383,105814,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,9566675ecd7cc9ee2122ed8894d5924bc9264b5c50af993651c84f14b0bf853b,f50be5459dd7c3ab38dabb86a0d3844a99c9ad3bc5bc7ec3cab5b986024d554e,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/original/evaluations/attempts/20260925T181445-4fe3a44fd6be4146b6a8ed9d6eba7ca0/record.json,1.5261925469967537,False
transfer_old,case_068,3,wcc_start0_simple_a3_per_core_lpt_mv,component,success,303144,648,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,af9dda75b7cc765450acd9303a818f67748a8eb8e70fa3a82a42e6905cf3497a,f574d53f7dfb7290fbcc1723963ce27c5482b577c9d6b7618268170176dc59b4,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/old/evaluations/attempts/20260925T181447-3833dae529dc4446918252ab33173c1c/record.json,3.8823418929969193,False
transfer_old,case_068,3,whole_graph_single_active,component,success,362095,0,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,36f811441773af56dd41b974ff72be96fb2dc9183ce28238d14138a208543392,6edbf8a7e81eda90e2dd658eab90044879dad6c619d9c76b807a5cb3894e9245,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/old/evaluations/attempts/20260925T181450-bbd937b5be4b44bea734137e262377c0/record.json,4.834937744002673,False
transfer_old,case_068,3,wcc_task_2_mv_complement_batch2,component,success,303144,0,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,f484f0cb7ea80bf067e55871885e97cc67efb7be49d044013d17cf0a9395a81b,1db22359c3a645dbb11f98fbe2a915c02ae61b763ccf4d64f33bdb7f5e810adf,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/old/evaluations/attempts/20260925T181455-d6ad476b86fc42f397427df7dc3d0115/record.json,4.033720972001902,False
transfer_old,case_068,3,wcc_start0_affinity_a3_per_component_w15,component,success,303088,5184,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,bf11466b2d2379b23fb2868260ccafd22283a82631d9748544d9fa1fcdfcf233,a814a9de8d38eb86d471b3d2ec4495988de332deb23ce91e539ea9c8162bd06c,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/old/evaluations/attempts/20260925T181459-72572a06784142a0bdd020a754ecb69b/record.json,3.733461856012582,False
transfer_old,case_068,3,selective_whole_critical_path_x1_a2_eft,partition,success,302408,5184,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,efae6f29d7b91b532bfa1843fe6c19baab92c070449483240a80a520afeefacf,09f01eb437cbf0c632158e6389164417b8420d57ef6e12bc3851e9a63a3143a3,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/old/evaluations/attempts/20260925T181504-6a29a448fe414892a8d6cfd0b2a57a82/record.json,3.9320515659928787,False
transfer_old,case_068,3,selective_local_quantile_stable_id_x1_a2_eft,partition,success,302798,50892,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,9888975c041157d53baa06f70a05eb3369f0f7403aca3043d88f9a9adf5b1e9f,3ea40b3fd237ca669d706d12aad291233913374cef4c7211c8ec41dfe98509b9,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/old/evaluations/attempts/20260925T181508-c170889c052f4e859010d92f8a5678d8/record.json,1.3745516569906613,False
transfer_old,case_068,3,selective_phase_band_critical_path_x1_a2_eft,prefix_fallback,success,301848,105814,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,4fbdeaae6012075ea68d75fd903ca42334b5dce589047797548a55a7c7b27f2f,27a1b6fcc8274ddcccbeb525fee890ab880d7ed71d077a5aa69ba0caf2c52005,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/old/evaluations/attempts/20260925T181511-e59fff6757804761a94403b0ea0a30c2/record.json,1.776401518000057,False
transfer_old,case_068,3,selective_local_quantile_stable_id_x2_a2_eft,prefix_fallback,success,302886,119454,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,c8d333c7a47219846d5c1ce5865d8001057e774385ead7354a19ed7408a7f9f9,c31374efc2a023ca3933e23873f193fcc21378e05119cf4b55fc5b3197bb4d3f,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/old/evaluations/attempts/20260925T181513-4166a27369b047a89b5de9220ef56fa9/record.json,1.2239937800040934,False
transfer_old,case_068,3,merge8,task_refine,success,302002,100528,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,0df57c0831e3053c2e9fc8ff31e096669b69d0fcf9831cd353e064f8e8945f77,342f8769b31f526a8940ba52ced789fe498d2ed79ca78b42d36835e9208c342a,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/old/evaluations/attempts/20260925T181514-6b4516612d364421ad1b79c0ff51c7e5/record.json,1.6256402020080714,False
transfer_old,case_068,3,merge16,task_refine,success,302131,98464,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,198ba0df3f104eaa653b80a59af54df399f5e0ff244b5d01076a721bdd0ab3fa,41f9f5423e628dae0fa7a64a277bf427f709d29f26c761191669a76403f3cf9f,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/old/evaluations/attempts/20260925T181516-beb13353021d49a495dbc5bf54b6e016/record.json,1.6758683230000315,False
transfer_old,case_068,3,merge256,task_refine,success,301507,96586,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,72b0e028d38d497f486c2df927f317270ecf0d9676d893935bf21bd1eb18ec2d,541096aead04010f835af06ab6804de0fa4042f529ab07bc081c43822365027e,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/old/evaluations/attempts/20260925T181518-53c6b8d43a4a457bb4a1ea6851f35ffa/record.json,1.7752721259894315,False
transfer_old,case_068,3,local_duration,task_refine,success,302243,96586,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,0c2475e53fadc74c05045209613d671fa89548ea36adc102cc22d9696d565a34,0687e62876ec741e0f87ad2a645d48ade4789e3c7b30b7a492a168aba8104ea2,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/old/evaluations/attempts/20260925T181520-c53c9331189e4db7a6d344ca8fc33238/record.json,1.3752665590000106,False
transfer_new,case_068,3,wcc_start0_simple_a3_per_core_lpt_mv,component,success,303144,648,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,af9dda75b7cc765450acd9303a818f67748a8eb8e70fa3a82a42e6905cf3497a,cec73100d2988d676ae4b86a712d5760a24694d07b4a80ad57f280c0e8cf65af,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/new/evaluations/attempts/20260925T181522-863c7d246902468480766714abb5ea94/record.json,3.7397176520025823,False
transfer_new,case_068,3,whole_graph_single_active,component,success,362095,0,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,36f811441773af56dd41b974ff72be96fb2dc9183ce28238d14138a208543392,69624e00ce4a42e9f14e1400477be67d1723b25853e785e04dcab5f5e769fbe0,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/new/evaluations/attempts/20260925T181526-a5fbbd313dc34f009e530b596efce2c7/record.json,5.184115351003129,False
transfer_new,case_068,3,wcc_task_2_mv_complement_batch2,component,success,303144,0,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,f484f0cb7ea80bf067e55871885e97cc67efb7be49d044013d17cf0a9395a81b,c67d23c5c8c7fc6560bf67728fb59eb8a1e517a27dd5e7758852940958908d51,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/new/evaluations/attempts/20260925T181531-8dc40826628b402ea11173c6c3a5f1f6/record.json,3.529675287005375,False
transfer_new,case_068,3,wcc_start0_affinity_a3_per_component_w15,component,success,303088,5184,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,bf11466b2d2379b23fb2868260ccafd22283a82631d9748544d9fa1fcdfcf233,55ace265e06a2f23e96fc280960c4ad184adc4b42bc4610c46d148186c072809,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/new/evaluations/attempts/20260925T181534-0877cbca01004767a5a2a6e04f7cb090/record.json,3.6820935779978754,False
transfer_new,case_068,3,selective_whole_critical_path_x1_a2_eft,partition,success,302408,5184,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,efae6f29d7b91b532bfa1843fe6c19baab92c070449483240a80a520afeefacf,96bde3d5fc824590e546de65501e39b18d88c445d2a51a9d3941647879ca75db,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/new/evaluations/attempts/20260925T181539-6cd7e92efd5d46deb526d61ce0a4811d/record.json,4.890274664998287,False
transfer_new,case_068,3,selective_local_quantile_stable_id_x1_a2_eft,partition,success,302798,50892,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,9888975c041157d53baa06f70a05eb3369f0f7403aca3043d88f9a9adf5b1e9f,f78941308ff9f830224c5382bd3e3b8d24f0f2074e673197f0461482bfbeba6f,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/new/evaluations/attempts/20260925T181544-692c0e79cd70422381e26908f1940afd/record.json,1.5289445929956855,False
transfer_new,case_068,3,selective_phase_band_critical_path_x1_a2_eft,prefix_fallback,success,301848,105814,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,4fbdeaae6012075ea68d75fd903ca42334b5dce589047797548a55a7c7b27f2f,2b04a2d3c364d8836563e460b9ea02e1bf3d528e652e570f2dc337804e06e1a2,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/new/evaluations/attempts/20260925T181547-9b7f7ebe5e724c8e919ee8a96beff68e/record.json,1.4738360720075434,False
transfer_new,case_068,3,selective_local_quantile_stable_id_x2_a2_eft,prefix_fallback,success,302886,119454,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,c8d333c7a47219846d5c1ce5865d8001057e774385ead7354a19ed7408a7f9f9,e980f49664bb83da3157647cfe7ce026247c45d599cca0ac4ddd6078db72f741,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/new/evaluations/attempts/20260925T181548-606c33f6cba545f5916ce648e3053059/record.json,0.9743558439949993,False
transfer_new,case_068,3,merge8,old_task_refine,success,302002,100528,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,0df57c0831e3053c2e9fc8ff31e096669b69d0fcf9831cd353e064f8e8945f77,d19110637826ff3ce5b6e96558e732d9727c295da167c75672c96439ceb26697,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/new/evaluations/attempts/20260925T181550-dd7f557563c14e659f1cd539e7dcb4e8/record.json,1.6748252870020224,False
transfer_new,case_068,3,r0_branch_s1_w4,bottleneck_repartition,success,377710,7885162,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,c94c34b64a62707bb0be6f451de08ee976645b07f81a035ed7c9bc673d9113df,c2372a0532680b1fcf62f0f5a6b56ab42ced9d029d735c9d9358141d8898090c,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/new/evaluations/attempts/20260925T181553-fccc276a24884a54b6db2ce3c4b5b671/record.json,10.447411981993355,False
transfer_new,case_068,3,r0_affinity_s1_w4,bottleneck_repartition,success,298615,1021898,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,f622a7ef30b1431a8681a8536450af5e7f2fff3fddd8f70e3f51b389affe0e38,07f19b38ffae637cd70ac8582e9b2d54fa2ef0afbe5ac64ba5703c5ed8a7903a,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/new/evaluations/attempts/20260925T181603-222cf45255464718af6cd265b2c3a087/record.json,1.1243344669928774,False
transfer_new,case_068,3,r0_affinity_s1_w4_merge,bottleneck_adaptive,success,290734,403836,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,f7c4a314f8ff82dcb87adb25e75b1d1514fd1856b57ec8d7ace9debfa0c108fe,97d9a2f39f34e417d6750bd7b34a837984277d176110dcd9dafba831666ad30e,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n3/new/evaluations/attempts/20260925T181605-de52dfd73ece44be86c264cb9053519b/record.json,0.9730092749960022,False
transfer_original,case_068,5,wcc_start0_simple_a5_per_core_lpt_mv,component,success,304058,1944,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,f2eb95cd44fabccb4d92f8042757f2b6dfcff5fe6842a18dbfc108615ce86887,e768fc8ddf28aa6daa60c03544954969029a9f788cbeaf4f4e8b2a11634b49e1,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n5/original/evaluations/attempts/20260925T181424-3713194195a34f7b98d1d62c6841b83f/record.json,3.983360204001656,False
transfer_original,case_068,5,whole_graph_single_active,component,success,362095,0,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,fc75dd91ac3f2381ed5a754a06440063bc005c2363ed03dc0d94c919ab0399f3,c74a5e1151344f5f41e739fd653cd49a79661600d9e591b28b02684644dad3fe,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n5/original/evaluations/attempts/20260925T181428-633defe15d324d8390a742f8c0848040/record.json,4.738399914000183,False
transfer_original,case_068,5,wcc_task_4_mv_complement_batch2,component,success,304058,648,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,390e51981b7ce6459ed1de431c498678ab287090dd1dedf59c65436dbe7b5225,80f6460b7f1b402c908723e7cb7399a61625a8ac35e531730fe56fa92da643c2,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n5/original/evaluations/attempts/20260925T181433-6624e0a5d0fd469898c19932bc7e25f2/record.json,3.7299908610002603,False
transfer_original,case_068,5,wcc_start0_affinity_a5_per_component_w15,component,success,303554,5184,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,931b15c194a0e65d096f2c5db1bd56c33b1875f9cd68b9e4642a7724451cf992,96e5c4ee578fe470f702d1b7d678a4d997d4ceb5488c40ae874a528d554483f3,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n5/original/evaluations/attempts/20260925T181437-b4c5c44b6dfa4a338268144bfe5e7090/record.json,4.185928874998353,False
transfer_original,case_068,5,selective_whole_critical_path_x1_a3_eft,partition,success,303088,5184,,,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,9039012dd639baf3de6c61fee807c327fd009cb375619346b52ba9b15aea4de7,6710c30152efc357d33b2364a4701ac4ab5fd6d53904cf5f435a3ab9bff5141f,/home/konglingrui/.mathmodel/questionA/统一算法迭代/my_runs/bottleneck_transfer_v1/case_068/n5/original/evaluations/attempts/20260925T181442-df3ab3ed544d492ba1f18ee04a68f67e/record.json,3.881766709004296,False
