case,problem,cores,method,call,phase,status,best_makespan
case_011,2,5,local_legacy,6,operation,success,46942
case_011,2,5,local_legacy,7,legacy,success,46563
case_011,2,5,local_legacy,8,legacy,success,46184
case_011,2,5,local_legacy,9,structure,success,46184
case_011,2,5,local_legacy,10,structure_pair,success,46184
case_011,2,5,local_legacy,11,legacy,success,45805
case_011,2,5,local_legacy,12,legacy,success,45422
case_011,3,5,baseline,1,component,success,46777
case_011,3,5,baseline,2,component,success,46777
case_011,3,5,baseline,3,wcc,success,46777
case_011,3,5,baseline,4,wcc,success,46777
case_011,3,5,baseline,5,wcc_probe,success,46777
case_011,3,5,baseline,6,operation,success,46777
case_011,3,5,baseline,7,operation,success,46777
case_011,3,5,baseline,8,trace,success,46387
case_011,3,5,baseline,9,trace,success,46387
case_011,3,5,baseline,10,p3_cache,success,46387
case_011,3,5,baseline,11,p3_cache,success,46329
case_011,3,5,baseline,12,p3_cache,success,46329
case_046,2,5,local_legacy,1,component,success,131039
case_046,2,5,local_legacy,2,component,success,131039
case_046,2,5,local_legacy,3,wcc,success,131039
case_046,2,5,local_legacy,4,wcc,success,93013
case_046,2,5,local_legacy,5,component,success,93013
case_046,2,5,local_legacy,6,wcc,success,93013
case_046,2,5,local_legacy,7,legacy,success,93013
case_046,2,5,local_legacy,8,legacy,success,93013
case_046,2,5,local_legacy,9,structure,success,93013
case_046,2,5,local_legacy,10,structure_pair,success,77846
case_046,2,5,local_legacy,11,legacy,success,77846
case_046,2,5,local_legacy,12,legacy,success,77846
case_046,3,5,baseline,1,component,success,108388
case_046,3,5,baseline,2,component,success,108388
case_046,3,5,baseline,3,wcc,success,108388
case_046,3,5,baseline,4,wcc,success,92391
case_046,3,5,baseline,5,component,success,92391
case_046,3,5,baseline,6,wcc,success,92391
case_046,3,5,baseline,7,component,success,92391
case_046,3,5,baseline,8,wcc,success,92391
case_046,3,5,baseline,9,component,success,92391
case_046,3,5,baseline,10,wcc,success,77846
case_046,3,5,baseline,11,component,success,77846
case_046,3,5,baseline,12,wcc,success,77846
case_083,2,5,local_legacy,1,component,success,442480
case_083,2,5,local_legacy,2,component,success,442480
case_083,2,5,local_legacy,3,wcc,success,442480
case_083,2,5,local_legacy,4,wcc,success,309183
case_083,2,5,local_legacy,5,component,success,309183
case_083,2,5,local_legacy,6,wcc,success,309183
case_083,2,5,local_legacy,7,structure_pair,success,184594
case_083,2,5,local_legacy,8,legacy,success,184594
case_083,2,5,local_legacy,9,legacy,success,184594
case_083,2,5,local_legacy,10,structure,success,184594
case_083,2,5,local_legacy,11,legacy,success,184594
case_083,2,5,local_legacy,12,legacy,success,184594
case_018,2,5,local_legacy,1,component,success,205917
case_018,2,5,local_legacy,2,component,success,205917
case_018,2,5,local_legacy,3,wcc,success,205550
case_018,2,5,local_legacy,4,wcc,success,203434
case_018,2,5,local_legacy,5,wcc_probe,success,197769
case_018,2,5,local_legacy,6,operation,success,197769
case_018,2,5,local_legacy,7,legacy,success,197769
case_018,2,5,local_legacy,8,legacy,success,197769
case_018,2,5,local_legacy,9,structure,success,197769
case_018,2,5,local_legacy,10,legacy,success,197769
case_018,2,5,local_legacy,11,legacy,success,197769
case_018,2,5,local_legacy,12,legacy,success,197769
case_083,3,5,integrated,1,component,success,310731
case_083,3,5,integrated,2,component,success,310731
case_083,3,5,integrated,3,wcc,success,310731
case_083,3,5,integrated,4,wcc,success,256114
case_083,3,5,integrated,5,component,success,256114
case_083,3,5,integrated,6,wcc,success,256114
case_083,3,5,integrated,7,structure_pair,success,184594
case_083,3,5,integrated,8,data,success,184594
case_083,3,5,integrated,9,region,success,183787
case_083,3,5,integrated,10,structure,success,183787
case_083,3,5,integrated,11,legacy,success,183787
case_083,3,5,integrated,12,data,success,183787
case_046,3,5,integrated,1,component,success,108388
case_046,3,5,integrated,2,component,success,108388
case_046,3,5,integrated,3,wcc,success,108388
case_046,3,5,integrated,4,wcc,success,92391
case_046,3,5,integrated,5,component,success,92391
case_046,3,5,integrated,6,wcc,success,92391
case_046,3,5,integrated,7,data,success,92391
case_046,3,5,integrated,8,region,success,92391
case_046,3,5,integrated,9,structure,success,92391
case_046,3,5,integrated,10,structure_pair,success,77846
case_046,3,5,integrated,11,legacy,success,77846
case_046,3,5,integrated,12,data,success,77846
case_046,2,5,baseline,1,component,success,131039
case_046,2,5,baseline,2,component,success,131039
case_046,2,5,baseline,3,wcc,success,131039
case_046,2,5,baseline,4,wcc,success,93013
case_046,2,5,baseline,5,component,success,93013
case_046,2,5,baseline,6,wcc,success,93013
case_046,2,5,baseline,7,component,success,93013
case_046,2,5,baseline,8,wcc,success,93013
case_046,2,5,baseline,9,component,success,93013
case_046,2,5,baseline,10,wcc,success,77846
case_046,2,5,baseline,11,component,success,77846
case_046,2,5,baseline,12,wcc,success,77846
case_011,2,5,baseline,1,component,success,47287
case_011,2,5,baseline,2,component,success,47287
case_011,2,5,baseline,3,wcc,success,47287
case_011,2,5,baseline,4,wcc,success,46942
case_011,2,5,baseline,5,wcc_probe,success,46942
case_011,2,5,baseline,6,operation,success,46942
case_011,2,5,baseline,7,operation,success,46942
case_011,2,5,baseline,8,trace,success,46563
case_011,2,5,baseline,9,trace,success,46563
case_011,2,5,baseline,10,trace,success,46563
case_011,2,5,baseline,11,trace,success,46563
case_011,2,5,baseline,12,trace,success,46487
case_018,3,5,baseline,1,component,success,203609
case_018,3,5,baseline,2,component,success,203609
case_018,3,5,baseline,3,wcc,success,203609
case_018,3,5,baseline,4,wcc,success,200729
case_018,3,5,baseline,5,wcc_probe,success,196701
case_018,3,5,baseline,6,operation,success,196701
case_018,3,5,baseline,7,operation,success,196701
case_018,3,5,baseline,8,trace,success,196701
case_018,3,5,baseline,9,trace,success,196701
case_018,3,5,baseline,10,p3_cache,success,196701
case_018,3,5,baseline,11,p3_cache,success,196701
case_018,3,5,baseline,12,p3_cache,success,196701
case_011,3,5,integrated,1,component,success,46777
case_011,3,5,integrated,2,component,success,46777
case_011,3,5,integrated,3,wcc,success,46777
case_011,3,5,integrated,4,wcc,success,46777
case_011,3,5,integrated,5,wcc_probe,success,46777
case_011,3,5,integrated,6,operation,success,46777
case_011,3,5,integrated,7,data,success,46777
case_011,3,5,integrated,8,region,success,42184
case_011,3,5,integrated,9,structure,success,42184
case_011,3,5,integrated,10,legacy,success,41684
case_011,3,5,integrated,11,data,success,41537
case_011,3,5,integrated,12,region,success,41537
case_046,2,5,integrated,1,component,success,131039
case_046,2,5,integrated,2,component,success,131039
case_046,2,5,integrated,3,wcc,success,131039
case_046,2,5,integrated,4,wcc,success,93013
case_046,2,5,integrated,5,component,success,93013
case_046,2,5,integrated,6,wcc,success,93013
case_046,2,5,integrated,7,data,success,93013
case_046,2,5,integrated,8,region,success,93013
case_046,2,5,integrated,9,structure,success,93013
case_046,2,5,integrated,10,structure_pair,success,77846
case_046,2,5,integrated,11,legacy,success,77846
case_046,2,5,integrated,12,data,success,77846
case_018,2,5,baseline,1,component,success,205917
case_018,2,5,baseline,2,component,success,205917
case_018,2,5,baseline,3,wcc,success,205550
case_018,2,5,baseline,4,wcc,success,203434
case_018,2,5,baseline,5,wcc_probe,success,197769
case_018,2,5,baseline,6,operation,success,197769
case_018,2,5,baseline,7,operation,success,197769
case_018,2,5,baseline,8,trace,success,197769
case_018,2,5,baseline,9,trace,success,197769
case_018,2,5,baseline,10,trace,success,197769
case_018,2,5,baseline,11,trace,success,197769
case_018,2,5,baseline,12,trace,success,197769
case_018,3,5,integrated,1,component,success,203609
case_018,3,5,integrated,2,component,success,203609
case_018,3,5,integrated,3,wcc,success,203609
case_018,3,5,integrated,4,wcc,success,200729
case_018,3,5,integrated,5,wcc_probe,success,196701
case_018,3,5,integrated,6,operation,success,196701
case_018,3,5,integrated,7,data,success,196701
case_018,3,5,integrated,8,region,success,196701
case_018,3,5,integrated,9,structure,success,196701
case_018,3,5,integrated,10,legacy,success,196701
case_018,3,5,integrated,11,data,success,196701
case_018,3,5,integrated,12,region,success,196701
case_018,2,5,integrated,1,component,success,205917
case_018,2,5,integrated,2,component,success,205917
case_018,2,5,integrated,3,wcc,success,205550
case_018,2,5,integrated,4,wcc,success,203434
case_018,2,5,integrated,5,wcc_probe,success,197769
case_018,2,5,integrated,6,operation,success,197769
case_018,2,5,integrated,7,data,success,197737
case_018,2,5,integrated,8,region,success,197737
case_018,2,5,integrated,9,structure,success,197737
case_018,2,5,integrated,10,legacy,success,197737
case_018,2,5,integrated,11,data,success,197737
case_018,2,5,integrated,12,region,success,197737
case_083,3,5,baseline,1,component,success,310731
case_083,3,5,baseline,2,component,success,310731
case_083,3,5,baseline,3,wcc,success,310731
case_083,3,5,baseline,4,wcc,success,256114
case_083,3,5,baseline,5,component,success,256114
case_083,3,5,baseline,6,wcc,success,256114
case_083,3,5,baseline,7,component,success,256114
case_083,3,5,baseline,8,wcc,success,224942
case_083,3,5,baseline,9,component,success,224942
case_083,3,5,baseline,10,wcc,success,224942
case_083,3,5,baseline,11,component,success,224942
case_083,3,5,baseline,12,wcc,success,184594
case_083,2,5,integrated,1,component,success,442480
case_083,2,5,integrated,2,component,success,442480
case_083,2,5,integrated,3,wcc,success,442480
case_083,2,5,integrated,4,wcc,success,309183
case_083,2,5,integrated,5,component,success,309183
case_083,2,5,integrated,6,wcc,success,309183
case_083,2,5,integrated,7,structure_pair,success,184594
case_083,2,5,integrated,8,data,success,184594
case_083,2,5,integrated,9,region,success,183856
case_083,2,5,integrated,10,structure,success,183856
case_083,2,5,integrated,11,legacy,success,183856
case_083,2,5,integrated,12,data,success,183856
case_083,2,5,baseline,1,component,success,442480
case_083,2,5,baseline,2,component,success,442480
case_083,2,5,baseline,3,wcc,success,442480
case_083,2,5,baseline,4,wcc,success,309183
case_083,2,5,baseline,5,component,success,309183
case_083,2,5,baseline,6,wcc,success,309183
case_083,2,5,baseline,7,component,success,309183
case_083,2,5,baseline,8,wcc,success,252741
case_083,2,5,baseline,9,component,success,252741
case_083,2,5,baseline,10,wcc,success,252741
case_083,2,5,baseline,11,component,success,252741
case_083,2,5,baseline,12,wcc,success,184594
case_011,3,5,local_legacy,1,component,success,46777
case_011,3,5,local_legacy,2,component,success,46777
case_011,3,5,local_legacy,3,wcc,success,46777
case_011,3,5,local_legacy,4,wcc,success,46777
case_011,3,5,local_legacy,5,wcc_probe,success,46777
case_011,3,5,local_legacy,6,operation,success,46777
case_011,3,5,local_legacy,7,legacy,success,46387
case_011,3,5,local_legacy,8,legacy,success,46387
case_011,3,5,local_legacy,9,structure,success,46387
case_011,3,5,local_legacy,10,legacy,success,46387
case_011,3,5,local_legacy,11,legacy,success,45993
case_011,3,5,local_legacy,12,legacy,success,45993
case_018,3,5,local_legacy,1,component,success,203609
case_018,3,5,local_legacy,2,component,success,203609
case_018,3,5,local_legacy,3,wcc,success,203609
case_018,3,5,local_legacy,4,wcc,success,200729
case_018,3,5,local_legacy,5,wcc_probe,success,196701
case_018,3,5,local_legacy,6,operation,success,196701
case_018,3,5,local_legacy,7,legacy,success,196701
case_018,3,5,local_legacy,8,legacy,success,196701
case_018,3,5,local_legacy,9,structure,success,196701
case_018,3,5,local_legacy,10,legacy,success,196701
case_018,3,5,local_legacy,11,legacy,success,196701
case_018,3,5,local_legacy,12,legacy,success,196701
